,size,forks_count,open_issues,has_wiki,has_pages,has_projects,has_discussions,author_type,contributors,commits,comments,deployments,num_topics,javascript,typescript,other_language,desc_word_count,created_at,updated_at,pushed_at,has_homepage,mit_license,apache_license,other_license,remain_license,stars
908,233233,3458,186,1,0,1,1,1,11,76,15,0,12,0,0,1,11,432740,467977,467966,1,0,0,0,1,21598
909,12773,1120,780,1,0,1,1,1,246,2824,61,0,8,0,0,1,7,404900,467969,467974,1,1,0,0,0,21567
910,1638,995,260,1,0,1,1,1,158,1256,10,0,11,0,0,0,8,403095,467980,467298,1,0,1,0,0,21557
911,77891,1709,462,1,0,1,1,0,397,17289,1663,0,3,0,0,1,5,371277,467977,467971,1,0,0,1,0,21556
912,34539,4489,619,1,0,1,1,0,402,12202,272,0,14,0,0,0,5,344598,467976,467963,1,0,0,1,0,21544
913,14442,3476,93,1,0,1,0,0,421,6512,213,1,6,1,0,0,9,359418,467979,467964,1,0,0,0,1,21542
914,14870,4775,575,1,0,1,0,0,355,2145,71,5,6,1,0,0,6,423035,467971,467978,1,1,0,0,0,21537
915,10594,4605,16,1,1,1,0,0,25,442,12,300,3,0,0,1,1,429287,467977,466546,0,0,0,1,0,21536
916,1140,2195,27,1,0,0,0,1,10,950,10,0,8,1,0,0,7,386076,467979,466413,1,0,0,0,0,21531
917,1942,1993,156,0,1,1,0,1,32,366,23,4,7,1,0,0,8,396928,467976,464171,1,1,0,0,0,21530
918,747,4592,6,1,0,1,0,1,92,432,1,0,2,0,0,1,3,390902,467964,464143,0,0,0,0,1,21514
919,21335,2802,112,0,0,1,1,0,354,2158,430,899,19,0,1,0,16,410267,467978,467940,1,1,0,0,0,21509
920,1102272,6421,282,1,0,1,0,0,332,15229,755,0,16,0,0,1,5,373502,467979,467951,1,0,1,0,0,21509
921,1083,1377,105,1,0,1,0,1,272,1252,3,0,8,0,0,1,10,427716,467971,466768,0,0,0,0,1,21502
922,614,1216,365,1,0,1,1,1,32,617,10,0,8,1,0,0,5,366137,467971,467507,1,1,0,0,0,21474
923,5349,1205,193,1,1,1,0,1,68,809,41,0,0,1,0,0,7,398330,467978,464028,0,1,0,0,0,21473
924,10454,1898,59,1,0,1,0,1,69,1009,0,0,19,1,0,0,13,433949,467975,467783,1,1,0,0,0,21469
925,17961,3364,154,0,0,0,1,0,446,5179,94,0,8,0,0,1,3,384930,467979,467936,1,1,0,0,0,21460
926,38290,2052,1365,0,0,1,0,0,70,9108,94,0,14,0,0,1,10,391242,467980,467915,1,0,0,0,0,21452
927,31215,1717,33,1,1,0,1,0,73,558,7,11,17,0,0,1,7,411109,467976,462503,1,1,0,0,0,21417
928,49091,5601,125,0,0,1,0,0,174,3915,49,0,0,0,0,1,9,382289,467978,467887,1,0,0,1,0,21403
929,2154,2629,115,0,0,0,0,0,69,707,6,0,4,0,0,1,4,407870,467980,467896,0,0,0,1,0,21400
930,528390,1440,460,0,1,0,1,0,301,4652,2320,41646,8,0,0,0,18,453732,467979,467980,1,0,0,0,1,21368
931,243508,9466,39,1,1,0,1,0,279,9537,42,724,7,0,1,0,10,414602,467979,467976,1,1,0,0,0,21350
932,7483,2693,10,1,0,1,0,0,227,3986,48,0,10,0,0,0,8,360533,467979,467858,0,1,0,0,0,21348
933,285078,4660,983,0,0,0,0,0,156,51358,24,0,17,0,0,1,22,434115,467979,467980,1,0,0,0,1,21347
934,31094,1138,1,1,0,1,0,1,15,140,11,0,6,0,0,1,16,409782,467978,466221,0,0,0,1,0,21332
935,14827,3903,22,0,0,0,0,1,3,252,2,0,7,0,0,1,16,428063,467977,467534,0,1,0,0,0,21314
936,17370,3625,67,0,0,1,0,0,146,1117,19,1,8,0,1,0,6,397756,467979,467896,1,1,0,0,0,21309
937,109814,1419,835,1,1,0,1,1,83,6425,23,3129,19,1,0,0,8,415411,467979,467966,0,0,0,0,1,21306
938,5429,2149,277,1,0,1,0,0,411,2205,43,0,10,1,0,0,2,357313,467980,467976,0,1,0,0,0,21292
939,5786,2412,91,1,0,0,1,1,162,2590,25,384,9,0,0,1,12,396752,467980,467925,0,1,0,0,0,21284
940,1283,5453,0,1,1,1,1,0,208,996,7,122,10,0,0,1,14,390145,467973,467883,0,1,0,0,0,21271
941,497420,12019,1024,0,0,0,0,0,282,33370,501,0,6,0,0,1,2,389473,467972,467979,0,0,1,0,0,21264
942,6143,4520,2,0,0,1,1,0,177,1277,6,0,9,0,0,1,9,364991,467937,467718,0,1,0,0,0,21258
943,1736,1287,111,1,0,1,0,1,50,671,10,0,4,0,0,1,9,382326,467973,467408,1,1,0,0,0,21247
944,4872,610,71,1,0,1,1,1,98,1076,1,0,0,0,0,1,12,433648,467978,467659,1,0,0,1,0,21238
945,14862,1972,301,0,1,0,0,0,217,2572,182,1,0,1,0,0,10,354787,467979,467743,1,0,0,0,0,21236
946,78579,3980,442,1,0,1,0,0,10,3615,404,0,5,0,0,1,7,396175,467978,467926,0,0,0,0,1,21235
947,88589,2499,369,1,1,1,0,0,111,3570,18,648,7,1,0,0,16,411197,467977,467704,1,0,1,0,0,21231
948,1300193,3836,1,1,0,0,0,0,198,82362,46,0,5,0,0,1,8,392097,467980,465489,1,0,0,1,0,21220
949,118704,1657,379,0,0,0,0,0,222,4160,14,0,9,0,0,1,14,433579,467978,467975,1,0,1,0,0,21168
950,23157,5058,356,1,0,0,1,0,127,7998,163,0,19,0,0,1,49,385952,467980,467938,1,0,1,0,0,21157
951,21915,1444,158,1,0,0,0,0,282,3465,270,16,7,0,1,0,12,404315,467978,467966,0,1,0,0,0,21144
952,1225,2230,7,0,0,0,1,0,63,580,11,0,0,0,0,1,5,384127,467977,467509,1,1,0,0,0,21134
953,10033,5485,216,1,1,1,0,0,353,4591,150,2,2,0,0,0,14,347903,467978,467851,1,0,1,0,0,21118
954,2557,2475,441,0,0,0,0,1,88,793,7,0,13,0,0,1,13,422069,467979,467661,0,1,0,0,0,21070
955,141880,2804,2470,1,0,1,0,0,210,10442,25,5,6,0,0,1,4,393159,467979,467980,1,0,1,0,0,21057
956,3496,2918,385,1,1,1,0,1,49,705,12,0,0,0,0,1,14,381936,467972,467225,0,0,0,1,0,21042
957,692593,1266,886,0,1,1,1,0,106,4032,10,2355,6,0,1,0,8,428328,467979,467918,1,0,0,1,0,21035
958,8024,1301,37,0,1,0,0,0,178,2610,156,0,3,1,0,0,12,378671,467964,467246,1,1,0,0,0,20999
959,7755,7594,722,1,0,1,1,0,181,805,3,0,9,0,0,1,13,423001,467980,467810,1,0,1,0,0,20981
960,2471,898,22,0,0,0,1,1,55,455,2,0,8,1,0,0,7,391251,467977,457697,0,1,0,0,0,20980
961,37476,2334,133,0,0,1,1,0,190,2096,30,39,8,0,0,1,11,408710,467977,467960,1,0,0,0,1,20979
962,510,2812,308,0,0,1,0,1,130,648,17,0,10,0,0,1,19,368270,467978,467335,0,0,0,0,0,20956
963,23414,1325,430,0,0,1,1,0,206,1867,26,0,9,0,0,1,9,415118,467979,467821,1,0,0,0,1,20941
964,832,5844,26,1,1,1,0,1,134,533,3,0,9,0,0,1,11,394501,467979,467936,0,0,0,0,0,20925
965,13238,10618,68,1,0,0,0,0,8,601,32,0,1,0,0,1,3,417202,467978,451140,0,0,0,1,0,20921
966,253899,7891,15,1,0,1,0,1,119,6555,55,0,8,0,0,0,1,395902,467979,467812,1,1,0,0,0,20907
967,39501,2770,5,0,0,0,1,1,73,280,0,0,7,0,0,1,10,408777,467980,467617,1,1,0,0,0,20871
968,27547,7176,68,1,0,1,0,1,96,3690,20,0,0,0,0,1,1,385276,467973,465947,0,0,0,0,0,20846
969,484,2496,12,1,0,1,0,0,77,335,3,0,4,0,0,1,14,416534,467977,467182,0,1,0,0,0,20840
970,393,1754,28,1,0,1,0,0,69,402,13,0,3,1,0,0,7,399145,467971,467505,1,1,0,0,0,20825
971,152788,8094,65,0,0,0,0,0,305,33747,1573,0,10,0,0,1,3,358455,467980,467978,1,1,0,0,0,20822
972,893182,3765,1997,1,0,1,1,0,294,36011,613,2,8,0,0,1,8,389602,467974,467979,1,0,1,0,0,20817
973,151086,7367,1,1,0,1,0,1,27,478,5,0,13,0,0,1,3,399945,467978,464949,0,0,0,0,1,20816
974,63594,1331,436,1,0,1,0,1,184,1434,4,133,8,0,0,1,9,430117,467978,467961,1,0,1,0,0,20816
975,4603,747,6,0,1,0,1,1,113,968,32,2,0,1,0,0,12,417191,467979,467558,1,1,0,0,0,20800
976,3630,2681,44,1,0,1,1,1,4,240,21,0,10,0,0,1,8,434361,467979,467758,0,0,0,0,1,20798
977,41134,5159,12,1,1,1,0,0,211,2527,13,394,1,0,0,1,8,389375,467975,467044,1,0,0,0,0,20785
978,29987,2302,148,0,0,1,0,0,57,256,2,0,0,0,0,0,16,466434,467980,467979,0,0,1,0,0,20770
979,756073,3602,230,0,0,0,1,0,439,6432,46,0,0,0,0,1,3,415688,467978,467958,1,0,0,1,0,20762
980,198245,3501,821,1,0,1,1,1,18,1054,12,0,6,0,0,1,5,432261,467980,467661,0,1,0,0,0,20762
981,35085,6851,56,1,1,0,0,0,66,458,5,38,6,0,0,1,6,397681,467976,467647,1,1,0,0,0,20761
982,878,2447,135,1,0,1,0,1,27,176,9,0,0,0,0,0,8,464491,467980,467974,0,1,0,0,0,20753
983,94458,1784,73,0,1,0,1,1,161,1930,71,321,9,1,0,0,4,398293,467980,467764,1,1,0,0,0,20749
984,326817,5952,760,0,1,1,0,0,225,15072,280,254,4,0,0,1,6,389631,467976,467915,0,0,1,0,0,20720
985,2285,504,2,0,0,0,0,1,37,495,4,0,19,0,0,1,5,409251,467956,467654,0,0,0,0,1,20719
986,18498,5640,189,1,0,1,0,1,8,272,3,0,14,1,0,0,23,444824,467979,467786,0,0,0,0,0,20717
987,807653,810,96,0,1,1,1,1,107,1987,9,517,20,0,0,1,15,446273,467980,467700,1,1,0,0,0,20702
988,5838,1616,19,1,0,1,0,0,22,146,17,0,5,0,0,1,5,407050,467975,459368,1,0,0,0,0,20700
989,88,2100,162,1,0,1,1,1,18,96,6,0,0,0,0,0,15,467499,467980,467978,0,0,1,0,0,20692
990,5587,8956,0,1,1,1,0,1,200,2107,31,807,0,1,0,0,7,388327,467958,467879,1,0,0,1,0,20691
991,794,2112,4,1,0,0,1,0,52,868,57,0,2,1,0,0,9,396322,467977,467660,0,1,0,0,0,20683
992,1042336,3154,93,0,0,0,0,0,297,40029,210,2,12,0,1,0,18,381207,467979,467936,1,0,1,0,0,20679
993,7519,1424,57,0,0,0,1,1,253,2242,59,0,6,0,0,0,5,405069,467977,467958,1,0,0,1,0,20678
994,4624,856,12,0,0,1,1,0,50,596,29,3768,8,0,1,0,13,444508,467979,467912,1,1,0,0,0,20664
995,96001,1374,218,0,0,0,1,0,281,11431,1207,9311,15,0,1,0,10,452769,467980,467980,1,1,0,0,0,20662
996,4217,2062,24,1,1,1,0,1,15,501,14,49,13,0,1,0,11,420291,467979,467687,1,1,0,0,0,20628
997,9258,3798,162,0,1,1,1,0,239,1754,7,46,12,0,0,1,9,429749,467977,467955,1,1,0,0,0,20624
998,1371856,3712,591,1,0,1,1,0,434,12616,79,1927,7,0,0,1,4,410849,467964,467980,1,0,0,0,1,20604
999,142044,3991,302,0,0,1,0,0,299,45468,896,0,12,0,1,0,17,383990,467978,467976,1,0,1,0,0,20578
