,size,forks_count,open_issues,has_wiki,has_pages,has_projects,has_discussions,author_type,contributors,commits,comments,deployments,num_topics,javascript,typescript,other_language,desc_word_count,created_at,updated_at,pushed_at,has_homepage,mit_license,apache_license,other_license,remain_license,stars
451,4398,8147,49,1,1,0,0,1,85,1265,132,100,0,0,0,1,49,358666,467938,453606,1,1,0,0,0,31030
452,5906,974,10,1,0,1,1,0,170,894,5,0,0,0,1,0,8,431883,467980,467979,1,1,0,0,0,31014
453,1549,2318,32,0,0,0,1,1,78,441,8,0,8,1,0,0,9,416674,467979,467693,1,0,0,0,1,30959
454,934,4250,41,0,0,0,0,1,266,798,3,0,0,0,0,1,12,390058,467979,467882,0,0,0,0,0,30740
455,712082,6285,279,1,1,1,1,1,3,1203,8,974,11,0,0,1,1,394771,467980,467936,0,0,0,0,0,30642
456,91,2435,14,1,1,1,0,1,28,104,0,53,9,0,0,1,10,424476,467977,465963,0,0,0,0,0,30611
457,56033,6673,658,1,0,1,0,1,37,523,14,0,0,0,0,0,1,374690,467978,460555,0,1,0,0,0,30597
458,1410,7310,3,1,0,1,0,1,46,306,4,0,4,0,0,1,1,434187,467980,467666,1,0,0,0,0,30518
459,141665,1565,158,0,0,1,0,0,433,5542,906,5500,11,0,1,0,13,448835,467980,467979,1,0,0,1,0,30499
460,130879,3529,306,1,1,1,0,0,277,8679,29,662,20,0,1,0,14,433659,467978,467980,1,0,0,1,0,30472
461,347422,6261,1740,1,0,1,1,0,121,5997,10,0,5,0,0,0,33,441365,467979,467979,0,0,1,0,0,30468
462,10388,1365,151,1,0,1,1,0,108,1682,6,0,7,0,0,1,17,441112,467978,467972,1,0,0,1,0,30463
463,106664,2045,21,0,1,1,0,0,66,715,6,30,5,1,0,0,9,398637,467976,467969,1,0,1,0,0,30427
464,31225,3271,1004,1,0,1,0,0,57,5321,181,0,8,0,0,1,22,358564,467979,467746,1,0,0,0,1,30367
465,1348,3507,17,1,0,1,0,1,30,262,25,0,13,0,0,0,7,440715,467979,467227,1,1,0,0,0,30320
466,210875,4745,1451,1,0,1,0,0,191,17884,1379,0,4,0,0,1,4,399975,467978,467979,1,0,0,0,1,30273
467,239972,12391,874,0,0,1,1,0,417,19827,482,0,7,0,0,0,12,396924,467979,467980,1,0,1,0,0,30270
468,867736,13193,459,1,1,1,1,0,285,70461,485,738,1,0,0,1,2,365184,467979,467964,1,0,0,1,0,30264
469,381,3525,28,0,0,1,0,1,229,576,1,0,0,0,0,1,6,390216,467978,467937,0,0,0,0,0,30196
470,56563,5753,90,1,0,0,1,0,402,30418,1151,0,20,0,0,1,49,352481,467979,467977,1,0,0,1,0,30172
471,13740,1480,268,1,1,1,1,1,45,459,25,159,10,0,0,1,23,442013,467977,465132,1,0,0,0,1,30091
472,14800,2404,579,0,0,1,0,0,120,802,12,0,6,1,0,0,10,417286,467977,467287,1,0,0,1,0,29997
473,51869,1896,342,1,1,1,1,1,131,520,3,83,4,0,0,0,9,439065,467978,467510,1,1,0,0,0,29959
474,49483,3354,413,1,0,1,0,0,393,10786,246,0,6,0,0,0,33,393261,467975,467865,0,0,0,1,0,29931
475,9107,2558,34,1,0,1,0,0,79,639,133,291,5,0,0,1,10,464218,467980,467962,1,1,0,0,0,29899
476,3740550,2644,2124,1,1,1,1,0,391,7121,37,4480,13,0,1,0,20,424802,467975,467980,1,0,1,0,0,29767
477,11323,5576,26,1,0,1,1,0,350,4667,168,0,2,0,0,1,12,369573,467979,467953,1,0,0,1,0,29759
478,8380,3322,39,0,0,1,1,0,151,2998,864,2935,6,1,0,0,8,364303,467979,467962,1,0,0,1,0,29751
479,12852,9344,297,0,1,0,1,0,381,4219,128,403,0,0,0,1,7,399465,467979,467970,1,0,0,0,1,29689
480,19269,5366,14,1,0,1,1,1,44,1640,3,0,17,0,0,1,15,416754,467978,466918,1,1,0,0,0,29684
481,668,1969,26,1,1,1,0,1,60,367,11,70,11,0,0,1,7,405878,467973,467839,1,0,0,0,0,29682
482,23385,3450,280,1,0,1,1,0,130,2379,6,0,12,0,0,0,9,454282,467980,467980,1,0,1,0,0,29672
483,30935,6443,1048,1,0,1,1,0,457,3531,128,0,0,1,0,0,6,403097,467979,467878,1,1,0,0,0,29648
484,25091,4010,69,1,1,1,1,1,91,434,9,271,0,0,0,1,1,454088,467980,467719,1,1,0,0,0,29604
485,4686,4686,218,1,0,1,0,1,2,322,1,0,3,0,0,1,1,413716,467979,465501,0,0,0,0,0,29556
486,73958,10069,14,0,0,0,1,0,384,35740,3051,0,3,0,0,1,3,377175,467978,467979,1,1,0,0,0,29521
487,14194,10162,112,1,0,1,1,1,11,734,3,0,9,0,0,1,4,419520,467980,467190,1,1,0,0,0,29508
488,3781,1020,19,0,1,0,1,1,97,879,4,263,4,1,0,0,6,389862,467979,467963,1,1,0,0,0,29489
489,24515,4872,176,0,0,0,0,0,131,4168,110,1,5,0,0,1,7,385158,467979,467977,1,0,1,0,0,29484
490,122997,5598,53,1,0,1,1,0,342,17241,630,0,0,0,0,1,24,366257,467977,465401,1,1,0,0,0,29470
491,2068,7254,8,1,0,1,0,1,90,437,4,0,13,1,0,0,14,424379,467979,467233,0,0,0,0,0,29361
492,531314,7232,999,0,1,0,0,0,395,3989,15,0,3,0,0,1,2,427405,467978,467921,1,0,1,0,0,29341
493,8698144,18806,1965,1,0,1,0,1,7,7691,259,0,8,0,0,1,8,439120,467971,467728,1,0,0,0,0,29275
494,164709,5848,14,1,1,1,0,1,134,1958,211,176,4,0,0,1,3,359282,467977,463742,1,0,0,0,1,29264
495,6060436,18656,5484,1,0,0,0,0,264,159345,5040,64158,7,1,0,0,8,388882,467979,467980,1,0,0,1,0,29185
496,27110,7974,160,1,1,1,0,0,37,290,16,8,0,0,0,1,9,416160,467979,467352,1,0,1,0,0,29154
497,8943,6187,117,0,0,0,1,0,185,1457,95,1,10,1,0,0,19,395625,467976,466552,1,1,0,0,0,29140
498,199,2923,39,0,0,1,0,1,36,109,11,0,0,0,0,1,5,387180,467971,465224,0,1,0,0,0,29132
499,72720,8296,10,1,0,1,0,1,35,1730,81,0,8,0,0,0,16,392449,467980,467300,1,0,1,0,0,29095
500,16950,1907,33,1,0,0,1,0,16,10032,267,0,0,0,0,1,3,398154,467980,467946,0,0,0,1,0,29030
501,836,8806,186,0,0,1,0,1,120,761,375,0,3,0,0,1,10,365340,467979,467796,1,1,0,0,0,29018
502,6084,7394,18,1,1,1,0,1,23,367,0,73,13,0,0,1,40,421708,467978,467325,1,0,0,1,0,28996
503,1073,12288,5,1,0,1,0,1,8,213,1,0,20,0,0,1,9,410640,467977,464516,1,0,0,0,0,28940
504,61724,3121,977,1,0,1,0,1,416,16577,430,0,9,0,0,1,3,352527,467980,467900,1,0,0,1,0,28926
505,24841,7177,13,1,0,1,0,1,73,472,10,0,0,0,0,1,5,371746,467979,467764,0,1,0,0,0,28922
506,125149,2954,249,0,1,1,1,0,428,5359,107,12,2,0,1,0,6,396216,467977,467979,1,0,1,0,0,28909
507,714371,8258,15,1,0,1,0,0,15,132,2,0,0,0,0,1,1,428576,467979,455926,1,0,0,0,0,28900
508,130830,4329,419,1,0,1,1,1,32,176,2,0,4,0,0,0,14,452302,467978,467593,0,0,0,1,0,28887
509,1060792,5721,3195,1,0,1,1,0,301,115624,370,0,9,0,0,1,9,406898,467979,467980,1,0,1,0,0,28822
510,5534,4540,218,1,0,1,1,0,11,106,23,0,7,0,0,0,10,448920,467979,466712,0,0,0,1,0,28778
511,498,3283,13,1,0,1,0,0,66,169,0,0,6,1,0,0,8,416332,467956,463802,0,1,0,0,0,28720
512,498,7727,63,1,0,1,0,1,34,148,21,0,0,0,0,1,9,445977,467978,467173,0,1,0,0,0,28701
513,1308,5035,103,0,0,0,0,1,260,1567,22,0,8,0,0,1,12,384837,467980,467558,0,0,0,0,1,28663
514,4412744,7217,1,1,0,1,0,1,53,184,8,0,5,0,0,1,13,431782,467978,467687,1,0,0,0,1,28567
515,139457,3935,67,0,1,0,0,0,130,2047,14,71,10,0,0,1,7,397314,467973,467922,1,0,1,0,0,28457
516,19220,1972,77,1,0,1,0,0,216,1649,4,0,8,1,0,0,9,430544,467975,466733,0,1,0,0,0,28443
517,994,5823,40,1,1,1,0,1,19,132,7,12,3,0,0,1,38,385736,467973,464419,1,0,0,1,0,28442
518,397139,2843,690,1,0,0,0,0,80,2365,12,0,0,1,0,0,14,395679,467979,467550,0,1,0,0,0,28437
519,25187,1362,122,1,0,1,1,1,94,2664,19,0,19,0,0,1,19,445832,467980,467979,1,0,0,0,1,28361
520,253518,9094,764,0,0,1,1,0,368,64874,2886,0,7,0,0,1,4,350720,467979,467979,1,1,0,0,0,28349
521,3191359,6950,1101,1,1,1,0,0,356,73384,526,3,19,0,0,0,17,415210,467979,467979,1,1,0,0,0,28275
522,60251,5937,57,1,0,1,0,1,57,3297,16,0,0,1,0,0,4,384308,467977,463841,0,0,0,1,0,28267
523,117300,4633,902,0,1,1,1,1,45,1066,61,186,3,0,1,0,3,364099,467967,467149,1,1,0,0,0,28225
524,73004,13960,196,1,1,0,0,0,293,2905,262,34,0,1,0,0,16,363086,467977,467941,1,0,0,1,0,28215
525,329,1859,159,1,1,1,0,1,14,147,1,17,0,0,0,1,2,407448,467971,452377,1,1,0,0,0,28214
526,3558,2417,103,0,0,0,0,0,164,1948,83,0,10,1,0,0,10,395083,467972,467919,1,1,0,0,0,28200
527,33148,2820,77,1,1,1,1,1,68,440,9,12,11,0,0,1,11,392003,467980,467757,0,1,0,0,0,28170
528,117427,1489,495,1,0,0,1,0,258,4024,9,3702,10,1,0,0,11,405934,467979,467922,1,1,0,0,0,28167
529,21247,3206,32,0,0,0,0,1,277,1911,4,0,3,0,0,0,7,394525,467979,467860,1,0,0,1,0,28165
530,1099,6459,162,1,0,1,0,0,10,64,6,0,5,0,0,1,6,381004,467977,467845,1,1,0,0,0,28115
531,52511,10138,150,1,1,1,1,0,141,2838,8,408,6,0,0,1,13,404740,467978,467899,1,0,1,0,0,28074
532,16993,9593,132,0,1,1,0,0,311,1209,25,75,5,1,0,0,6,399166,467971,467664,1,1,0,0,0,28037
533,27144,5539,71,1,1,1,0,1,286,3454,560,7,0,1,0,0,12,357182,467968,464673,1,1,0,0,0,28007
534,16016,13417,129,0,1,1,1,1,82,1317,696,3230,6,1,0,0,4,407382,467977,467970,1,1,0,0,0,27980
535,3677,5982,1386,0,0,1,0,1,134,925,93,0,0,1,0,0,6,387668,467978,467189,1,1,0,0,0,27978
536,2586,3995,285,1,0,1,1,1,162,588,64,0,0,0,0,1,7,466237,467980,467976,0,1,0,0,0,27914
537,43529,4198,840,0,0,1,1,0,379,10037,327,0,18,1,0,0,31,355489,467978,467979,1,1,0,0,0,27913
538,15554,2688,94,0,1,0,1,0,159,3320,39,28,10,1,0,0,7,383834,467979,467944,1,1,0,0,0,27887
539,6820,2455,23,1,1,1,0,1,230,1883,149,151,3,1,0,0,7,354279,467980,466044,1,1,0,0,0,27857
540,6978,3766,150,0,0,0,0,0,144,1770,48,0,20,0,0,0,22,369487,467979,467920,1,0,0,0,1,27803
541,26472,7065,232,1,0,1,1,0,61,1071,8,0,7,0,0,1,1,421629,467979,467905,1,0,1,0,0,27802
542,684224,10147,61,1,1,1,0,1,10,117,58,7,2,0,0,1,1,419380,467979,465314,0,0,0,0,0,27798
543,84827,2413,1125,1,0,1,0,0,302,23792,29,0,5,0,0,1,3,420828,467980,467975,1,0,0,0,1,27739
544,14104,4933,61,1,1,1,0,0,243,2534,14,145,3,0,0,1,8,403836,467978,467574,0,1,0,0,0,27723
545,249043,3814,1253,0,0,0,1,0,396,17371,305,35624,3,0,0,1,13,395778,467980,467977,1,0,0,0,1,27710
546,30958,11606,304,1,0,1,0,1,412,3166,79,0,0,0,0,0,3,367395,467978,467872,1,1,0,0,0,27676
547,13761,746,40,1,0,1,1,0,133,1611,29,0,8,0,1,0,11,423491,467979,467915,1,1,0,0,0,27649
548,25543,6618,150,0,0,0,1,0,387,12126,1477,0,6,0,0,1,4,363195,467979,467967,1,1,0,0,0,27622
549,41410,5559,24,1,1,1,1,1,253,2773,55,266,0,1,0,0,23,373577,467979,467938,1,1,0,0,0,27586
550,13995,1325,117,1,1,1,1,0,355,2459,244,313,13,0,0,0,9,420392,467979,467970,1,0,1,0,0,27544
551,1740,697,91,0,0,0,1,1,150,1266,9,0,9,0,0,0,8,415095,467979,467930,0,0,1,0,0,27518
552,10310,1569,18,1,1,0,1,0,368,3887,333,20,5,0,1,0,5,383345,467964,467832,1,1,0,0,0,27496
553,178768,1781,398,0,0,1,0,0,228,4666,94,0,20,0,0,1,8,429612,467980,467977,1,1,0,0,0,27482
554,0,1511,0,0,1,0,0,1,1,1,10,60,7,0,0,1,9,400814,467971,452935,0,0,0,0,0,27479
555,841,2260,83,1,0,1,0,1,239,650,3,0,8,0,0,1,14,390188,467980,467889,0,0,0,0,1,27413
556,8522,7170,1,1,0,1,0,0,41,1275,13,4,6,1,0,0,4,400802,467972,467972,1,1,0,0,0,27412
557,4676,24357,47,0,0,1,1,1,83,915,212,653,5,0,1,0,12,466236,467980,467978,1,0,0,1,0,27381
558,276458,986,342,0,0,1,1,0,216,7182,3541,24,11,0,0,0,5,420534,467978,467977,1,0,1,0,0,27377
559,6303,2021,89,0,0,1,1,0,450,3660,42,0,4,1,0,0,8,409741,467979,467976,1,0,0,1,0,27353
560,65562,8624,268,0,0,1,1,0,98,4268,58,32,7,0,0,1,1,422671,467979,467979,1,0,0,0,1,27327
561,7768,4357,70,1,0,1,0,1,40,790,3,0,10,0,0,0,13,397288,467971,462411,0,0,0,1,0,27297
562,3093,2255,155,0,1,1,1,0,165,1127,32,567,11,0,0,1,8,406462,467977,467850,1,0,0,0,1,27268
563,140305,3310,23,1,1,1,1,1,21,249,4,5,3,0,0,1,15,415585,467979,467589,0,0,0,0,0,27252
564,14739,2774,848,1,0,1,1,1,32,970,9,0,0,0,0,1,1,417045,467979,467763,0,0,0,1,0,27213
565,354320,2683,3155,0,1,1,0,0,255,13221,181,29712,20,0,1,0,16,442630,467979,467980,1,0,1,0,0,27197
566,158,4757,348,1,0,1,0,1,13,235,5,0,0,1,0,0,7,391664,467970,467014,1,1,0,0,0,27168
567,2544349,3444,6677,1,0,1,1,0,331,81146,628,0,6,0,0,1,9,386562,467980,467980,1,0,0,1,0,27161
568,32306,4464,299,0,0,0,1,1,8,1944,3,0,4,0,1,0,3,434937,467979,467912,1,0,1,0,0,27148
569,36129,4917,286,0,0,1,0,0,88,791,23,0,7,0,0,1,11,430188,467980,467859,0,1,0,0,0,27136
570,70241,11639,0,0,0,0,0,0,406,63882,4108,0,0,0,0,1,7,345230,467920,467546,1,0,0,0,0,27120
571,86471,7597,245,1,1,1,0,0,97,706,14,203,20,0,0,1,13,414728,467979,467271,1,0,0,1,0,27097
572,83508,5275,60,1,1,1,0,0,112,10074,93,46,9,0,0,0,7,372412,467976,467980,1,0,0,1,0,27048
573,21769,3135,597,0,0,0,1,1,463,4058,42,320,8,0,1,0,12,407276,467979,467954,1,1,0,0,0,27046
574,26636,958,107,0,0,1,1,1,56,757,3,0,0,0,0,1,7,432819,467980,467950,0,1,0,0,0,26995
575,1188,7157,45,1,1,1,0,1,23,709,8,105,6,0,0,1,8,420411,467972,462942,1,1,0,0,0,26965
576,6910,5605,49,1,1,1,0,1,260,2830,598,37,0,1,0,0,4,349021,467972,467481,1,1,0,0,0,26962
577,437,6150,24,1,1,1,1,1,35,298,1,4,5,0,0,1,12,410007,467972,467461,1,0,0,0,1,26891
578,81464,8395,2632,1,0,0,0,0,204,6854,16,0,0,0,0,1,2,366743,467978,467960,1,0,1,0,0,26880
579,382515,1857,162,0,1,1,0,0,360,9241,317,3305,18,1,0,0,10,402127,467976,467912,1,1,0,0,0,26872
580,28900,2596,81,0,0,1,0,0,282,4058,49,0,9,0,0,1,7,386594,467968,467785,1,0,0,1,0,26867
581,2403,3612,429,1,1,1,1,0,136,1080,60,33,10,1,0,0,14,385396,467978,467412,1,1,0,0,0,26849
582,199,3315,256,1,0,1,0,0,5,252,0,0,5,1,0,0,1,429965,467978,445795,1,0,0,0,0,26834
583,10515,6500,50,1,1,1,0,0,23,695,21,2,4,0,0,1,17,394126,467976,466901,1,0,0,1,0,26809
584,3199,1061,89,0,0,0,1,0,155,787,10,10,13,0,1,0,5,436740,467979,467889,1,1,0,0,0,26754
585,10094,3504,234,0,0,1,0,1,387,2632,39,0,0,0,0,1,11,366281,467978,460419,0,1,0,0,0,26725
586,190655,5879,905,1,0,1,0,1,141,1789,118,0,0,0,0,1,11,396341,467979,467237,0,0,1,0,0,26722
587,49,675,85,1,0,1,1,1,11,76,0,0,7,0,0,1,9,447331,467974,465412,0,0,0,0,0,26687
588,72816,1024,55,0,0,0,1,0,113,1384,6,10,6,0,1,0,4,449779,467979,467937,1,1,0,0,0,26671
589,2027127,7554,200,1,1,1,0,0,377,29712,776,106,7,0,0,1,6,377272,467977,467979,1,0,1,0,0,26626
590,868034,5420,104,1,0,1,1,1,7,73,6,0,2,0,0,1,39,422060,467971,457229,0,0,0,0,0,26618
591,2661,4567,38,1,0,1,0,0,273,1733,4,0,14,1,0,0,12,416640,467976,467810,1,0,0,0,1,26580
592,13110,7735,85,1,0,1,0,1,25,173,2,0,4,0,0,0,6,413642,467980,466832,0,1,0,0,0,26571
593,198584,9331,632,0,1,1,1,0,315,5699,116,17483,8,1,0,0,10,404827,467980,467939,1,0,1,0,0,26551
594,108123,4501,161,0,1,1,0,0,177,2267,39,595,1,1,0,0,6,350025,467977,467733,1,1,0,0,0,26526
595,3143,9046,565,1,1,1,1,0,191,1964,21,39,6,1,0,0,4,387179,467979,467890,1,0,1,0,0,26481
596,19247,1756,43,1,1,0,1,0,288,3211,63,354,5,0,1,0,4,396201,467979,467331,1,1,0,0,0,26471
597,208392,4589,797,0,0,1,0,0,399,21663,55,0,6,0,0,1,3,405761,467979,467979,1,0,1,0,0,26463
598,428465,4304,1255,0,0,1,0,0,358,20018,208,33483,7,0,0,1,20,384328,467978,467942,1,0,0,0,1,26430
599,52147,11775,229,1,0,1,0,0,312,4612,62,0,13,0,0,1,15,424729,467980,467975,1,0,1,0,0,26419
600,9713,1594,13,1,1,1,1,0,128,2572,48,452,10,0,1,0,13,366142,467978,467974,1,1,0,0,0,26390
601,217564,1320,47,0,1,1,0,0,283,3510,308,1846,15,0,0,1,8,438646,467979,467931,1,1,0,0,0,26344
602,1584,7708,20,1,1,0,0,0,31,213,3,5,1,0,0,1,1,401812,467979,461597,1,0,0,1,0,26324
603,53890,7117,4,0,0,1,1,0,235,4582,11,50,7,0,0,1,8,388153,467980,467939,1,0,0,1,0,26313
604,6902,5863,115,1,0,1,0,0,371,2318,34,0,4,0,0,1,7,361149,467971,466421,1,0,0,1,0,26292
605,573,1730,145,1,0,0,0,0,43,530,15,0,6,0,0,1,4,384106,467978,467943,0,1,0,0,0,26216
606,709513,2707,150,1,0,0,1,1,32,756,7,0,3,0,0,1,5,397729,467978,467539,1,1,0,0,0,26214
607,5251,2687,319,1,1,1,0,1,33,401,41,0,0,0,0,1,12,351113,467961,466067,1,0,0,1,0,26207
608,201290,4125,105,0,0,0,1,0,401,15920,49,1,17,0,0,0,8,390105,467978,467978,1,1,0,0,0,26176
609,410304,2149,19,1,0,0,1,0,75,1270,8,0,0,0,0,1,2,458208,467978,465263,0,0,0,0,1,26167
610,25,9096,11,1,0,1,0,0,3,26,0,0,0,0,0,1,7,391706,467978,446212,1,0,0,0,0,26160
611,19110,4046,294,0,1,1,1,1,365,4220,71,8,0,0,1,0,5,391390,467978,467746,1,1,0,0,0,26158
612,125336,12114,239,0,0,0,0,0,424,10485,270,0,4,0,1,0,4,398174,467976,467977,1,1,0,0,0,26100
613,282019,1884,1344,1,0,0,0,0,141,33517,191,0,0,0,0,1,7,375432,467962,467113,1,0,0,1,0,26088
614,163339,1481,371,0,0,1,1,0,138,7724,66,0,8,0,0,1,8,421398,467979,467877,1,0,0,1,0,26073
615,232820,4610,1550,0,0,0,0,0,77,5802,8,0,4,1,0,0,2,406827,467978,467758,1,0,1,0,0,26066
616,295471,18997,548,1,0,1,1,1,426,5993,875,0,5,0,0,1,3,417962,467979,467975,0,0,0,1,0,26018
617,2890,3606,107,1,0,1,1,0,64,1496,37,0,6,0,0,1,18,446868,467979,467957,1,0,0,0,1,25991
618,8495,10250,205,1,0,1,0,1,2,159,6,0,0,0,0,1,1,420843,467978,466388,1,0,0,0,0,25927
620,19138,5003,416,0,0,0,0,0,413,7142,358,0,0,1,0,0,6,359720,467971,467379,1,1,0,0,0,25893
621,9168,4747,429,1,1,1,0,0,31,700,7,53,15,0,0,1,14,428143,467980,466146,1,0,0,0,1,25828
622,4492,5511,326,0,0,1,0,0,35,143,13,0,0,0,0,0,15,418668,467964,467745,0,0,1,0,0,25749
623,18998,7235,989,1,1,1,0,0,170,1557,35,0,0,0,0,1,4,377237,467979,467974,0,0,1,0,0,25743
624,534,3200,16,0,1,0,0,0,64,656,77,5,4,1,0,0,4,392538,467970,467820,1,1,0,0,0,25722
625,30548,888,118,0,0,1,1,0,278,3134,6188,46703,6,0,1,0,11,443059,467979,467979,1,1,0,0,0,25714
626,672495,1138,83,0,0,1,1,0,160,3476,213,1062,5,0,1,0,8,422338,467979,467964,1,1,0,0,0,25695
627,7162,1891,42,0,1,0,0,0,47,293,324,176,20,1,0,0,7,420872,467977,467386,1,1,0,0,0,25693
628,6120,2145,69,1,0,1,1,0,242,1686,53,0,13,0,0,1,6,395892,467979,467823,1,1,0,0,0,25680
629,310741,4460,2837,1,0,1,0,0,423,17475,132,24,19,0,0,0,29,410390,467979,467979,1,0,1,0,0,25671
630,106960,3738,288,1,1,1,1,0,402,19397,351,636,5,1,0,0,10,352936,467974,467941,1,1,0,0,0,25668
631,344,5341,9,0,0,0,0,1,48,342,0,5,3,1,0,0,6,396539,467980,465956,0,1,0,0,0,25652
632,21687,7834,438,1,0,1,0,0,167,2439,17,0,20,0,0,1,17,420039,467978,467980,1,0,1,0,0,25642
633,41949,5270,160,1,1,1,1,0,363,8461,259,463,0,1,0,0,4,357821,467979,467978,1,0,0,1,0,25640
634,2290,3235,103,0,0,0,0,0,277,2270,133,0,0,1,0,0,5,359923,467978,467798,0,0,1,0,0,25627
635,3909,4675,115,0,1,0,0,1,89,1016,29,9,0,0,0,1,9,378458,467979,466686,1,0,1,0,0,25624
636,1090,7641,28,1,0,1,0,1,2,140,5,0,7,0,0,1,14,423669,467977,463108,0,1,0,0,0,25605
637,1697,4200,1,1,0,1,1,1,120,1490,55,0,7,0,0,0,4,463905,467979,467971,0,0,0,0,1,25605
638,13998,6383,99,0,1,0,0,0,403,2654,174,0,4,1,0,0,20,369685,467967,467859,1,1,0,0,0,25604
639,96281,1879,440,1,1,0,0,0,79,3330,86,107,4,0,1,0,12,401651,467980,467826,1,0,1,0,0,25588
640,172065,7759,199,1,1,1,0,1,136,1119,19,11,6,0,0,1,25,377266,467975,467749,1,1,0,0,0,25586
641,51134,6591,134,0,1,0,1,0,387,8684,354,108,4,0,0,0,5,360851,467978,467878,1,0,0,1,0,25585
642,8675,3789,1011,0,1,1,0,0,83,2379,68,0,0,1,0,0,10,387837,467979,466032,1,0,1,0,0,25582
643,5311,2322,188,1,0,1,1,1,27,757,3,0,6,1,0,0,25,429696,467979,467575,0,1,0,0,0,25574
644,73614,2176,1136,0,1,1,0,0,211,3924,27,4,13,0,0,1,6,406574,467979,467977,1,0,0,0,1,25560
645,950,2474,9,1,0,1,0,1,376,1068,6,0,3,0,0,1,12,394483,467980,467926,0,0,0,0,0,25553
646,22596,764,638,1,0,1,1,0,134,2617,8,0,0,0,0,0,8,421635,467980,467980,1,0,1,0,0,25525
647,628,2216,14,0,0,0,0,0,9,67,0,0,10,1,0,0,9,445432,467979,465939,1,1,0,0,0,25487
648,37844,3116,48,0,1,1,1,1,22,821,28,168,0,0,0,1,0,424677,467979,467738,0,0,0,0,1,25483
649,166157,3373,1754,0,0,1,1,0,322,35262,361,0,7,0,0,1,8,383385,467979,467893,1,1,0,0,0,25474
650,19310,3046,192,1,1,0,1,0,276,2613,214,83,6,1,0,0,15,348302,467976,466815,1,1,0,0,0,25466
651,28689,1493,17,1,0,1,1,0,73,1813,30,585,9,0,1,0,12,405347,467978,467948,1,1,0,0,0,25465
652,746690,6140,828,0,0,0,1,0,387,16831,65,0,7,0,1,0,15,398425,467980,467975,1,0,0,1,0,25435
653,41,2754,18,1,0,1,0,1,5,13,8,0,0,1,0,0,6,404902,467979,467381,0,0,0,0,1,25433
654,272,1962,26,1,0,1,0,1,55,221,0,0,0,0,0,1,8,435536,467976,467119,0,0,0,1,0,25415
655,24826,4138,72,1,1,1,1,0,86,1902,19,11,20,0,0,0,21,430296,467979,467968,1,0,1,0,0,25348
656,15513,6532,2011,1,0,0,0,0,170,3983,48,0,10,0,0,1,12,366745,467980,467929,1,0,1,0,0,25344
657,14446,2759,0,0,1,0,1,1,366,2909,32,1284,18,0,0,1,9,392027,467980,467937,1,0,1,0,0,25326
658,9157,3144,371,0,0,1,0,0,44,344,6,0,0,0,0,0,9,466302,467980,467926,0,0,1,0,0,25316
659,7304,2043,19,1,0,1,0,1,37,360,6,0,10,0,0,1,13,400230,467979,467678,0,0,0,0,1,25311
660,5865,834,27,1,1,1,0,0,177,1374,22,131,5,1,0,0,10,420702,467979,467676,1,1,0,0,0,25300
661,722,1855,130,1,1,1,0,1,33,209,0,13,0,1,0,0,9,382496,467979,459523,1,1,0,0,0,25298
662,48252,1236,104,0,0,0,0,1,180,1848,50,114,17,1,0,0,21,382478,467978,467933,1,0,1,0,0,25290
663,204344,5758,879,1,1,1,0,0,313,11906,249,6194,2,0,0,1,12,376176,467979,467941,1,0,0,0,1,25243
664,2442,1713,11,1,0,0,0,1,155,1288,39,74,4,1,0,0,17,357247,467976,467595,1,1,0,0,0,25226
665,80424,4380,721,1,0,1,0,0,371,16480,562,916,5,0,0,1,10,351123,467977,467921,1,1,0,0,0,25201
666,44586,5151,407,1,0,1,0,0,286,11663,218,0,0,0,0,1,9,371823,467979,467977,1,0,1,0,0,25165
667,8271,1273,14,1,0,0,1,1,112,2466,37,0,7,0,0,0,11,421913,467980,467869,0,0,0,0,1,25151
668,17637,1966,639,0,0,1,1,0,436,2880,39,0,5,0,0,0,7,422169,467980,467980,1,1,0,0,0,25097
669,49025,7581,33,1,0,1,0,1,12,543,3,0,19,0,0,0,29,395006,467978,467578,0,0,0,1,0,25088
670,26862,4541,212,1,0,1,0,0,9,475,7,0,0,0,0,1,1,419140,467977,462988,0,0,1,0,0,25056
671,87254,13041,136,1,0,1,0,1,38,509,20,0,10,0,0,1,6,404342,467978,467228,0,0,1,0,0,25015
672,154,3123,113,1,0,1,0,1,10,147,3,0,0,0,0,1,7,392211,467977,465776,0,0,0,0,1,24967
673,7382,2412,41,0,0,0,1,0,191,1529,41,0,4,0,0,1,5,395250,467978,467726,1,1,0,0,0,24966
674,48092,3140,502,1,1,1,0,1,186,1988,40,139,9,1,0,0,10,401803,467980,467149,1,1,0,0,0,24956
675,159314,12623,1041,0,0,1,0,0,344,11192,349,0,2,0,0,1,4,364836,467980,467980,0,0,1,0,0,24952
676,6985,1442,821,1,1,1,0,1,125,1354,33,7,0,0,0,1,3,372950,467979,467853,1,0,0,1,0,24931
677,70,1784,91,1,0,1,0,1,7,58,0,0,3,0,0,1,8,458350,467979,466846,0,0,0,0,1,24926
678,6255,6755,381,0,0,1,1,0,189,1467,49,0,0,0,0,0,13,435472,467978,467953,1,0,1,0,0,24909
679,2426,1383,542,1,1,1,0,1,200,2057,51,1,6,0,0,1,8,367142,467978,466468,1,0,1,0,0,24901
